InvoiceNo,InvoiceDate,CustomerID,Total
547391,2011-03-22 16:32:00,14735,70.80000000000001
547401,2011-03-22 17:00:00,17576,198.01999999999998
547405,2011-03-23 08:22:00,17705,114.0
547406,2011-03-23 08:26:00,16948,170.94000000000003
547407,2011-03-23 08:54:00,15658,21.25
C547408,2011-03-23 08:55:00,15658,-21.25
C547409,2011-03-23 08:59:00,13092,-18.0
C547410,2011-03-23 09:02:00,18183,-2.95
547412,2011-03-23 09:42:00,12399,288.04999999999995
547413,2011-03-23 09:43:00,13475,589.4000000000001
547414,2011-03-23 09:54:00,17733,216.95
547415,2011-03-23 10:08:00,17102,25.5
547416,2011-03-23 10:15:00,15410,382.59999999999997
547417,2011-03-23 10:25:00,13239,329.56
547418,2011-03-23 10:25:00,13148,369.09
547419,2011-03-23 10:27:00,15061,1649.58
547420,2011-03-23 10:43:00,15449,345.91999999999996
547428,2011-03-23 10:51:00,14870,327.24999999999994
547444,2011-03-23 10:55:00,12811,247.60000000000002
547485,2011-03-23 11:16:00,17019,366.02
547486,2011-03-23 11:18:00,13576,330.24000000000007
547488,2011-03-23 11:30:00,13821,270.15
547489,2011-03-23 11:44:00,17830,99.15
547490,2011-03-23 11:48:00,17507,265.02
547491,2011-03-23 12:05:00,17096,133.49
547492,2011-03-23 12:06:00,12604,178.5
547493,2011-03-23 12:06:00,12818,1542.08
547494,2011-03-23 12:08:00,18191,207.79999999999998
C547495,2011-03-23 12:11:00,15021,-3.3
547496,2011-03-23 12:13:00,18075,261.68
547497,2011-03-23 12:15:00,14461,776.23
547498,2011-03-23 12:24:00,15021,201.48000000000005
547500,2011-03-23 12:39:00,13408,524.8199999999999
547501,2011-03-23 12:41:00,13408,59.400000000000006
C547502,2011-03-23 12:42:00,14513,-17.099999999999998
547503,2011-03-23 12:44:00,13132,77.3
547504,2011-03-23 13:33:00,12683,877.88
547507,2011-03-23 13:39:00,16859,259.84000000000003
547508,2011-03-23 13:39:00,12683,378.0
547509,2011-03-23 13:42:00,15606,310.8
547510,2011-03-23 13:42:00,15245,1251.48
547511,2011-03-23 13:44:00,17411,285.58000000000004
547512,2011-03-23 13:46:00,17262,584.5
547513,2011-03-23 13:59:00,17519,313.45
547514,2011-03-23 14:00:00,17486,396.87
547515,2011-03-23 14:02:00,13267,330.52
547516,2011-03-23 14:04:00,15189,385.79999999999995
547517,2011-03-23 14:33:00,12395,326.5
547518,2011-03-23 14:39:00,13694,1320.0
547519,2011-03-23 14:46:00,16308,320.0
547520,2011-03-23 14:55:00,12564,456.90000000000003
547521,2011-03-23 15:00:00,16713,197.04999999999998
547535,2011-03-23 15:07:00,16250,163.3
547537,2011-03-23 15:16:00,13534,249.5
547538,2011-03-23 15:17:00,13534,264.8
547539,2011-03-23 15:19:00,16943,193.60000000000002
547541,2011-03-23 15:22:00,14607,495.0
547546,2011-03-23 15:26:00,13249,291.84000000000003
547548,2011-03-23 15:37:00,15644,202.22000000000003
547549,2011-03-23 15:40:00,14794,283.03
547550,2011-03-23 15:41:00,16839,335.72
547553,2011-03-23 16:00:00,15644,36.4
547554,2011-03-23 16:22:00,17858,79.6
547555,2011-03-23 16:35:00,14075,307.91999999999996
547556,2011-03-23 16:45:00,17250,162.65000000000003
547558,2011-03-23 17:25:00,17966,147.0
547561,2011-03-24 08:44:00,14129,358.9
547562,2011-03-24 08:47:00,16525,851.4
547563,2011-03-24 08:56:00,15651,227.32
547564,2011-03-24 09:21:00,17512,441.81
547565,2011-03-24 09:21:00,13035,333.00000000000006
547566,2011-03-24 09:42:00,12811,27.0
547567,2011-03-24 09:44:00,17644,442.46999999999997
547568,2011-03-24 09:50:00,13341,775.8499999999999
547569,2011-03-24 09:50:00,17491,556.9399999999999
547570,2011-03-24 09:50:00,13636,137.35
547571,2011-03-24 09:52:00,16265,432.3
547572,2011-03-24 10:03:00,13512,251.20999999999998
547573,2011-03-24 10:04:00,12948,157.16
C547574,2011-03-24 10:13:00,14223,-15.9
547576,2011-03-24 10:37:00,16620,95.76
547577,2011-03-24 10:37:00,13183,513.8400000000001
547578,2011-03-24 10:38:00,13089,485.89
547579,2011-03-24 10:40:00,13089,120.0
547580,2011-03-24 10:48:00,13488,713.9499999999998
C547581,2011-03-24 10:58:00,12474,-18.9
C547582,2011-03-24 11:06:00,12474,-11.25
547583,2011-03-24 11:07:00,12901,562.3199999999999
C547594,2011-03-24 11:19:00,12693,-15.0
547623,2011-03-24 11:29:00,15641,543.2199999999999
547639,2011-03-24 11:34:00,17698,154.95
547644,2011-03-24 11:38:00,14267,418.17999999999995
547645,2011-03-24 11:40:00,12676,197.89999999999998
547647,2011-03-24 11:43:00,15144,232.89999999999998
547648,2011-03-24 11:44:00,15144,37.5
547649,2011-03-24 12:02:00,18118,368.92
547650,2011-03-24 12:08:00,17059,459.30000000000007
547651,2011-03-24 12:11:00,16904,433.29
547652,2011-03-24 12:15:00,14606,236.07
547653,2011-03-24 12:21:00,16745,515.9
547654,2011-03-24 12:32:00,14527,73.77
547655,2011-03-24 12:52:00,14267,418.17999999999995
547656,2011-03-24 12:53:00,13263,217.56
547657,2011-03-24 12:58:00,13871,401.30000000000007
547658,2011-03-24 13:04:00,13736,357.53
547659,2011-03-24 13:05:00,12434,286.25
C547661,2011-03-24 13:09:00,13736,-7.9
547662,2011-03-24 13:12:00,14085,150.34
547663,2011-03-24 13:16:00,16022,628.2800000000002
547664,2011-03-24 13:16:00,13069,273.98
547665,2011-03-24 13:17:00,14256,445.20000000000005
547666,2011-03-24 13:23:00,14235,850.31
547667,2011-03-24 13:25:00,16700,483.3
547668,2011-03-24 13:28:00,14071,131.41
547669,2011-03-24 13:37:00,12748,163.46000000000004
547670,2011-03-24 13:41:00,16769,380.39
547671,2011-03-24 13:45:00,14560,62.379999999999995
547672,2011-03-24 13:54:00,17754,264.23999999999995
547674,2011-03-24 13:59:00,15835,187.2
C547675,2011-03-24 14:07:00,17754,-32.34
C547676,2011-03-24 14:15:00,15189,-21.9
547684,2011-03-24 14:46:00,12408,762.8899999999999
547685,2011-03-24 14:47:00,12408,74.7
547686,2011-03-24 14:49:00,15513,310.4
547687,2011-03-24 14:52:00,15078,356.3
547688,2011-03-24 14:54:00,12971,137.4
547689,2011-03-24 14:55:00,17757,166.75000000000003
547690,2011-03-24 14:55:00,16063,335.32000000000005
547691,2011-03-24 15:02:00,16767,364.84
547694,2011-03-24 15:12:00,15178,40.5
547695,2011-03-24 15:15:00,18239,176.38
547697,2011-03-24 16:23:00,14348,409.57
547698,2011-03-24 16:30:00,15304,51.0
547702,2011-03-24 16:45:00,14911,415.45
547703,2011-03-24 17:10:00,12540,1140.76
547705,2011-03-24 18:20:00,14056,229.48999999999995
547706,2011-03-24 18:25:00,12901,2278.8
547707,2011-03-24 18:28:00,18008,585.0
547708,2011-03-24 18:34:00,17450,11343.199999999999
547709,2011-03-24 18:43:00,18109,279.73
C547710,2011-03-24 19:27:00,14875,-3.9
547712,2011-03-24 19:31:00,16905,380.97999999999996
C547711,2011-03-24 19:31:00,13534,-7.95
547713,2011-03-25 08:41:00,16458,157.7
547714,2011-03-25 08:43:00,15815,427.0
547715,2011-03-25 08:50:00,12520,246.54000000000002
547716,2011-03-25 08:52:00,16833,344.4099999999999
547717,2011-03-25 08:53:00,16833,17.4
547718,2011-03-25 09:39:00,17450,57.599999999999994
547719,2011-03-25 10:05:00,14404,307.5
547720,2011-03-25 10:08:00,14209,420.59999999999997
547721,2011-03-25 10:14:00,13000,256.78
547722,2011-03-25 10:19:00,12553,357.9100000000001
547724,2011-03-25 10:42:00,13468,102.69999999999999
547726,2011-03-25 10:49:00,16029,465.84000000000003
547727,2011-03-25 10:50:00,16029,878.16
547728,2011-03-25 10:51:00,16029,146.88
547729,2011-03-25 10:52:00,15529,366.17999999999995
547730,2011-03-25 11:01:00,14796,349.51
547762,2011-03-25 11:31:00,13695,83.14
C547763,2011-03-25 11:31:00,14194,-28.38
547772,2011-03-25 11:34:00,17979,231.76999999999998
547785,2011-03-25 11:41:00,13097,878.0200000000001
547786,2011-03-25 11:44:00,14587,180.06
547787,2011-03-25 11:57:00,13139,409.5
547789,2011-03-25 12:04:00,14911,750.37
547790,2011-03-25 12:04:00,12545,628.1500000000001
547792,2011-03-25 12:07:00,17979,9.9
C547791,2011-03-25 12:07:00,17979,-19.9
547793,2011-03-25 12:10:00,14758,654.75
547794,2011-03-25 12:13:00,14085,207.21
547795,2011-03-25 12:21:00,14536,171.8
547796,2011-03-25 12:34:00,14646,1407.8600000000001
C547797,2011-03-25 12:34:00,17460,-9.95
C547798,2011-03-25 12:43:00,17204,-74.10000000000001
547799,2011-03-25 12:48:00,17139,708.66
547800,2011-03-25 12:55:00,14504,134.56
547801,2011-03-25 12:57:00,14107,554.18
C547802,2011-03-25 13:12:00,12921,-3.5999999999999996
547803,2011-03-25 13:23:00,13662,227.70000000000002
547804,2011-03-25 13:30:00,16817,6.8
547805,2011-03-25 13:35:00,13327,474.05000000000007
C547806,2011-03-25 13:37:00,12528,-6.2
C547807,2011-03-25 13:41:00,14194,-4.3
C547808,2011-03-25 13:42:00,13014,-19.75
547809,2011-03-25 13:54:00,12748,185.1
547811,2011-03-25 14:01:00,17368,194.91999999999996
547812,2011-03-25 14:06:00,18102,5513.32
547814,2011-03-25 14:19:00,13452,295.0
547815,2011-03-25 14:19:00,13520,490.78000000000003
547816,2011-03-25 14:30:00,12748,25.25
547817,2011-03-25 14:34:00,17946,17.549999999999997
547818,2011-03-25 14:39:00,12748,76.2
547819,2011-03-25 14:45:00,12748,94.19000000000001
547820,2011-03-25 14:46:00,13743,141.72
547821,2011-03-25 14:50:00,12621,960.0
547822,2011-03-25 14:53:00,12668,1444.8
547825,2011-03-25 15:01:00,12778,155.65
547826,2011-03-25 15:08:00,18078,197.94
547828,2011-03-25 15:18:00,16618,354.65999999999997
547829,2011-03-25 15:24:00,16081,410.53000000000003
547832,2011-03-25 16:25:00,17511,3962.06
547833,2011-03-25 17:34:00,16780,161.89000000000001
547834,2011-03-27 10:16:00,17937,633.6
547835,2011-03-27 10:18:00,15465,485.45
C547836,2011-03-27 10:19:00,15465,-98.55
547837,2011-03-27 10:26:00,17243,266.54999999999995
C547838,2011-03-27 10:47:00,12916,-23.799999999999997
547839,2011-03-27 10:54:00,12916,649.78
547840,2011-03-27 10:56:00,15133,324.70000000000005
547841,2011-03-27 11:02:00,16923,520.13
547842,2011-03-27 11:14:00,13875,343.03000000000003
547843,2011-03-27 11:22:00,18273,51.0
547844,2011-03-27 11:44:00,15045,388.9
547845,2011-03-27 11:51:00,16434,121.95
547846,2011-03-27 11:59:00,18071,194.05
C547847,2011-03-27 12:04:00,14232,-1.65
C547848,2011-03-27 12:05:00,12921,-1.95
547850,2011-03-27 12:06:00,14472,311.5699999999999
C547849,2011-03-27 12:06:00,12471,-3.75
C547851,2011-03-27 12:08:00,16782,-4.199999999999999
C547852,2011-03-27 12:11:00,15065,-10.5
C547853,2011-03-27 12:11:00,15615,-13.75
C547854,2011-03-27 12:12:00,14586,-23.28
C547855,2011-03-27 12:13:00,14194,-6.75
C547856,2011-03-27 12:14:00,16256,-19.8
C547857,2011-03-27 12:14:00,13050,-18.85
C547858,2011-03-27 12:16:00,14911,-24.79
C547859,2011-03-27 12:16:00,13725,-9.75
547860,2011-03-27 12:21:00,17625,549.6799999999998
547861,2011-03-27 12:36:00,16701,353.3
547862,2011-03-27 12:54:00,12841,190.5
547863,2011-03-27 13:07:00,12728,164.05
547864,2011-03-27 13:10:00,15716,115.26
547866,2011-03-27 13:21:00,14878,197.89
547867,2011-03-27 13:56:00,13357,609.95
547870,2011-03-27 14:18:00,13668,173.76999999999998
547871,2011-03-27 14:28:00,16931,277.42999999999995
547872,2011-03-27 14:34:00,16777,177.24999999999997
547873,2011-03-27 15:33:00,13240,218.34
547874,2011-03-27 15:39:00,14476,215.7
547875,2011-03-27 15:40:00,13408,612.3799999999999
547876,2011-03-27 15:41:00,16638,254.00000000000003
547877,2011-03-27 15:46:00,14573,165.82999999999998
547878,2011-03-27 16:01:00,15939,131.3
547879,2011-03-27 16:03:00,12877,83.16000000000001
547880,2011-03-27 16:05:00,15426,251.55999999999997
547881,2011-03-27 16:08:00,13110,192.34
547882,2011-03-28 07:53:00,14911,538.9999999999999
547883,2011-03-28 08:40:00,14755,307.76
547884,2011-03-28 09:07:00,13481,665.28
547885,2011-03-28 09:16:00,17314,220.8
547886,2011-03-28 09:21:00,13652,329.44
547887,2011-03-28 09:30:00,16245,453.98
547888,2011-03-28 09:59:00,13368,587.9999999999999
C547889,2011-03-28 10:02:00,14410,-39.15
547890,2011-03-28 10:03:00,17227,223.89999999999998
547891,2011-03-28 10:14:00,13266,302.21999999999997
547892,2011-03-28 10:15:00,12669,1136.3000000000002
547893,2011-03-28 10:25:00,13552,191.25
547894,2011-03-28 10:26:00,13552,277.8
547895,2011-03-28 10:52:00,18118,113.14
547896,2011-03-28 11:34:00,17841,246.61
547897,2011-03-28 11:36:00,12792,400.53999999999996
547898,2011-03-28 11:49:00,16523,374.7
547900,2011-03-28 11:51:00,13649,148.8
547902,2011-03-28 11:58:00,17765,121.25
547903,2011-03-28 11:59:00,15039,407.09
547906,2011-03-28 12:13:00,14410,215.07
547907,2011-03-28 12:18:00,15083,88.19999999999999
547909,2011-03-28 12:22:00,15033,179.73000000000002
547910,2011-03-28 12:23:00,14159,458.86999999999995
547911,2011-03-28 12:25:00,14127,137.6
547912,2011-03-28 12:27:00,18010,174.79999999999998
547914,2011-03-28 12:35:00,12594,297.5
547918,2011-03-28 12:49:00,15249,1001.82
547919,2011-03-28 12:52:00,13760,135.09
547920,2011-03-28 12:52:00,14730,116.41
547921,2011-03-28 13:28:00,14766,628.66
547922,2011-03-28 13:32:00,15624,183.89999999999998
547923,2011-03-28 13:35:00,14344,82.55000000000001
547924,2011-03-28 13:39:00,17749,369.01
547925,2011-03-28 13:57:00,12481,602.8599999999999
547926,2011-03-28 13:59:00,12481,229.48000000000002
C547930,2011-03-28 14:00:00,12594,-18.0
547931,2011-03-28 14:01:00,12594,28.0
547934,2011-03-28 14:07:00,12474,257.20000000000005
547935,2011-03-28 14:19:00,15874,240.35
547936,2011-03-28 14:23:00,15874,56.050000000000004
547937,2011-03-28 14:27:00,15068,239.95999999999998
547938,2011-03-28 14:33:00,13901,433.90000000000003
547939,2011-03-28 14:42:00,15611,127.5
547940,2011-03-28 14:43:00,16814,460.22999999999996
547941,2011-03-28 14:46:00,16692,1267.5
547942,2011-03-28 14:57:00,14538,106.50000000000001
547944,2011-03-28 14:59:00,12971,106.95
547945,2011-03-28 14:59:00,14851,206.13000000000002
547946,2011-03-28 14:59:00,12971,116.4
547947,2011-03-28 15:03:00,15032,2188.5
547949,2011-03-28 15:10:00,14021,198.89999999999998
C547958,2011-03-28 15:18:00,15032,-165.0
547960,2011-03-28 15:27:00,15644,184.57000000000005
C547961,2011-03-28 15:30:00,15032,-330.0
547962,2011-03-28 15:38:00,12957,330.51
547963,2011-03-28 15:42:00,13037,250.42000000000004
547965,2011-03-28 15:47:00,15809,63.42
C547968,2011-03-28 16:02:00,12471,-2.07
547969,2011-03-28 16:27:00,17238,250.76000000000002
547970,2011-03-28 16:28:00,17238,4.95
547971,2011-03-28 16:37:00,17917,119.55
547972,2011-03-28 16:41:00,12557,817.5
547985,2011-03-29 08:43:00,16455,413.7
547986,2011-03-29 08:46:00,18177,169.05
547987,2011-03-29 09:11:00,17428,444.52000000000004
C547988,2011-03-29 09:19:00,13477,-5.1
547990,2011-03-29 09:53:00,15589,263.58000000000004
547991,2011-03-29 09:54:00,15589,30.0
C547992,2011-03-29 09:58:00,18225,-22.7
548003,2011-03-29 10:39:00,18044,289.25000000000006
548005,2011-03-29 10:49:00,14128,305.53999999999996
548006,2011-03-29 10:50:00,18226,428.04999999999995
548007,2011-03-29 10:51:00,13769,300.75000000000006
C548009,2011-03-29 10:55:00,14245,-9.9
548010,2011-03-29 11:04:00,14646,2527.94
548011,2011-03-29 11:14:00,14646,15719.56
548012,2011-03-29 11:15:00,17377,317.55999999999995
548013,2011-03-29 11:25:00,17874,65.16000000000001
548014,2011-03-29 11:29:00,17719,579.83
C548015,2011-03-29 11:30:00,13802,-50.699999999999996
548016,2011-03-29 11:39:00,16871,35.04
548017,2011-03-29 11:42:00,16871,357.25
548033,2011-03-29 12:01:00,14441,356.84000000000003
548038,2011-03-29 12:03:00,15696,317.9
548144,2011-03-29 12:29:00,13798,328.2
548148,2011-03-29 12:31:00,17931,297.2
548150,2011-03-29 12:55:00,17315,142.28
548151,2011-03-29 12:57:00,13803,277.07000000000005
548152,2011-03-29 13:04:00,17398,305.68
548153,2011-03-29 13:05:00,15129,304.4
548154,2011-03-29 13:06:00,17675,465.70000000000005
C548155,2011-03-29 13:18:00,15906,-45.900000000000006
548156,2011-03-29 13:22:00,14871,108.20000000000002
548157,2011-03-29 13:27:00,14298,1518.0
548158,2011-03-29 13:28:00,15906,341.93000000000006
548159,2011-03-29 13:32:00,15906,69.4
548160,2011-03-29 13:33:00,16253,1700.4
548169,2011-03-29 13:48:00,14680,2106.46
548170,2011-03-29 13:53:00,15290,280.85
548171,2011-03-29 13:58:00,16422,963.01
548172,2011-03-29 14:13:00,15738,328.15000000000003
C548174,2011-03-29 14:17:00,13662,-3.75
548176,2011-03-29 14:20:00,13439,283.71
548177,2011-03-29 14:31:00,12888,272.76
548178,2011-03-29 14:35:00,14367,504.61
548185,2011-03-29 14:58:00,15628,371.83
548186,2011-03-29 15:02:00,13777,539.3
C548187,2011-03-29 15:06:00,17511,-19.45
548188,2011-03-29 15:12:00,13263,243.81
548189,2011-03-29 15:15:00,16607,141.41
548190,2011-03-29 15:18:00,17511,258.18
548192,2011-03-29 15:22:00,17364,247.45000000000002
C548193,2011-03-29 15:27:00,14680,-22.95
548196,2011-03-29 15:44:00,16011,118.55
548197,2011-03-29 15:53:00,13588,113.3
548198,2011-03-29 16:05:00,16712,351.01
548199,2011-03-29 16:12:00,16945,287.03999999999996
548202,2011-03-29 16:36:00,16980,346.59999999999997
548208,2011-03-29 17:12:00,14189,314.1
548210,2011-03-29 17:23:00,14606,338.40999999999997
548211,2011-03-30 09:06:00,14646,1807.04
548212,2011-03-30 09:12:00,12456,940.1700000000001
548213,2011-03-30 09:15:00,15521,475.69
548214,2011-03-30 09:17:00,13720,266.2
548215,2011-03-30 09:19:00,15674,355.12
548216,2011-03-30 09:27:00,12971,91.8
548217,2011-03-30 09:31:00,17616,81.6
548218,2011-03-30 09:36:00,13999,301.48
548222,2011-03-30 10:16:00,17306,396.59999999999997
548223,2011-03-30 10:18:00,17306,152.64000000000001
548234,2011-03-30 10:32:00,17594,315.0
548242,2011-03-30 10:34:00,16218,216.3
548245,2011-03-30 10:36:00,12823,459.0
548255,2011-03-30 10:46:00,13078,383.07000000000005
548256,2011-03-30 10:50:00,17775,56.4
548257,2011-03-30 10:54:00,13802,2161.3199999999997
548258,2011-03-30 11:04:00,14146,662.2999999999998
548259,2011-03-30 11:12:00,14099,244.13000000000002
548260,2011-03-30 11:18:00,15373,176.20999999999998
548267,2011-03-30 11:32:00,16954,180.38000000000002
548276,2011-03-30 11:39:00,17863,481.2
548289,2011-03-30 11:48:00,13988,631.06
548293,2011-03-30 11:51:00,13798,1012.6
C548307,2011-03-30 11:59:00,17314,-7.5
548308,2011-03-30 12:00:00,17220,417.75
548309,2011-03-30 12:02:00,16657,242.55
548311,2011-03-30 12:05:00,13728,183.00000000000003
548312,2011-03-30 12:12:00,16059,384.45
548313,2011-03-30 12:15:00,15353,465.37000000000006
548314,2011-03-30 12:24:00,16949,127.79
548315,2011-03-30 12:34:00,16019,303.32
548316,2011-03-30 12:35:00,17929,238.79999999999998
548317,2011-03-30 12:43:00,18179,270.26
548318,2011-03-30 12:45:00,13113,453.05
548319,2011-03-30 12:48:00,14180,245.2
548320,2011-03-30 12:54:00,12709,418.70000000000005
548323,2011-03-30 13:00:00,15424,193.5
548324,2011-03-30 13:01:00,13316,1622.4799999999998
548325,2011-03-30 13:01:00,13509,313.49999999999994
548326,2011-03-30 13:02:00,15424,189.84
548327,2011-03-30 13:05:00,16788,297.1700000000001
548329,2011-03-30 13:14:00,16584,611.94
548330,2011-03-30 13:26:00,14810,136.98999999999998
548331,2011-03-30 13:28:00,13047,427.1500000000001
548332,2011-03-30 13:39:00,15364,331.80000000000007
548333,2011-03-30 13:44:00,15189,132.70000000000002
548334,2011-03-30 13:56:00,18108,271.0
548335,2011-03-30 13:57:00,14272,132.09
548336,2011-03-30 14:06:00,13082,435.0
548337,2011-03-30 14:06:00,18198,284.67
548338,2011-03-30 14:08:00,16558,174.31
548340,2011-03-30 14:23:00,13426,306.3900000000001
C548341,2011-03-30 14:30:00,13089,-34.0
548349,2011-03-30 14:39:00,15812,519.96
C548350,2011-03-30 14:49:00,15648,-53.7
548351,2011-03-30 14:51:00,13001,850.82
C548352,2011-03-30 14:57:00,12921,-6.75
548353,2011-03-30 15:05:00,15980,760.1800000000001
548354,2011-03-30 15:06:00,15981,600.0
C548355,2011-03-30 15:06:00,12921,-80.55000000000001
C548356,2011-03-30 15:12:00,12472,-54.65
C548357,2011-03-30 15:14:00,15785,-10.95
548358,2011-03-30 15:29:00,15832,836.7900000000001
548359,2011-03-30 15:31:00,14828,493.92
C548360,2011-03-30 15:35:00,13534,-2.93
548361,2011-03-30 15:38:00,16092,310.87
C548362,2011-03-30 15:40:00,13268,-8.5
548363,2011-03-30 15:48:00,12428,558.4
548367,2011-03-30 15:51:00,17677,1337.78
548368,2011-03-30 15:52:00,17677,70.92
548370,2011-03-30 16:14:00,15528,229.32999999999998
548371,2011-03-30 16:28:00,17757,353.69999999999993
548372,2011-03-30 16:34:00,14572,116.45
C548374,2011-03-30 16:36:00,13047,-15.05
C548375,2011-03-30 16:39:00,14256,-34.0
C548387,2011-03-30 16:49:00,14794,-33.9
548388,2011-03-30 16:52:00,13268,457.42
C548389,2011-03-30 16:54:00,16713,-28.65
C548391,2011-03-30 17:06:00,13488,-2.95
C548392,2011-03-30 17:09:00,18075,-21.95
548400,2011-03-30 17:33:00,17400,632.8
548401,2011-03-31 09:07:00,14479,141.85000000000002
548403,2011-03-31 09:36:00,14794,16.95
548404,2011-03-31 09:38:00,16398,1169.95
548405,2011-03-31 09:48:00,17088,1015.83
548406,2011-03-31 09:57:00,15061,872.5599999999998
548407,2011-03-31 10:07:00,16401,306.59999999999997
548408,2011-03-31 10:26:00,17438,388.45000000000005
548409,2011-03-31 10:27:00,12731,1937.0600000000002
548410,2011-03-31 10:29:00,12731,413.4
C548411,2011-03-31 10:36:00,13316,-162.24
548412,2011-03-31 10:38:00,12601,111.0
548447,2011-03-31 10:53:00,17315,205.75
548448,2011-03-31 11:07:00,18041,225.49
548449,2011-03-31 11:08:00,14911,168.39999999999998
548450,2011-03-31 11:20:00,15856,516.2900000000001
548451,2011-03-31 11:25:00,17365,543.6
548452,2011-03-31 11:37:00,13060,307.53000000000003
C548453,2011-03-31 11:37:00,17428,-7.5
C548454,2011-03-31 11:42:00,16422,-71.4
548455,2011-03-31 11:49:00,14790,152.16
C548456,2011-03-31 11:49:00,16422,-57.6
548457,2011-03-31 11:52:00,13468,102.4
548458,2011-03-31 11:53:00,15632,300.6
548459,2011-03-31 11:57:00,14890,125.65
C548460,2011-03-31 11:58:00,16801,-751.9000000000001
548461,2011-03-31 12:08:00,14527,142.51
C548462,2011-03-31 12:11:00,14527,-14.52
C548463,2011-03-31 12:11:00,13225,-380.8
C548464,2011-03-31 12:14:00,13043,-44.849999999999994
C548465,2011-03-31 12:17:00,17526,-195.5
548466,2011-03-31 12:19:00,16386,61.10000000000001
C548467,2011-03-31 12:20:00,16619,-21.8
548468,2011-03-31 12:28:00,14818,118.25
C548469,2011-03-31 12:32:00,14543,-283.21
548470,2011-03-31 12:36:00,12782,415.52000000000004
C548471,2011-03-31 12:38:00,14267,-9.95
548484,2011-03-31 12:43:00,13571,145.26999999999998
C548485,2011-03-31 12:50:00,14051,-8.850000000000001
548486,2011-03-31 12:51:00,12909,278.65
C548487,2011-03-31 12:57:00,14952,-26.299999999999997
C548488,2011-03-31 13:03:00,16638,-4.25
548489,2011-03-31 13:10:00,12619,205.98000000000002
548490,2011-03-31 13:13:00,12909,624.8000000000001
548491,2011-03-31 13:14:00,14064,375.34999999999997
548492,2011-03-31 13:14:00,17841,213.0
548493,2011-03-31 13:14:00,16839,840.3799999999999
548494,2011-03-31 13:33:00,16698,1182.0
C548495,2011-03-31 13:34:00,17075,-20.35
548496,2011-03-31 13:40:00,12678,3243.13
548497,2011-03-31 13:43:00,13089,1622.41
548498,2011-03-31 13:46:00,16681,301.6
548499,2011-03-31 13:47:00,17075,133.47
548500,2011-03-31 13:49:00,17071,204.78000000000003
548501,2011-03-31 13:50:00,15894,106.81
C548503,2011-03-31 14:23:00,14410,-29.85
548506,2011-03-31 14:42:00,18037,3.9
548507,2011-03-31 14:47:00,13573,31.770000000000003
C548508,2011-03-31 14:51:00,14189,-2.25
548509,2011-03-31 15:00:00,14543,296.20000000000005
548510,2011-03-31 15:02:00,17861,216.12
548511,2011-03-31 15:43:00,14056,276.94
548512,2011-03-31 15:54:00,14410,136.60000000000002
C548513,2011-03-31 15:54:00,13777,-20.4
548520,2011-03-31 16:40:00,13126,320.16999999999996
548521,2011-03-31 16:41:00,17735,652.5200000000001
548529,2011-03-31 16:56:00,18223,490.99
548530,2011-03-31 17:06:00,17400,11.8
548531,2011-03-31 17:12:00,14031,1170.0
C548532,2011-03-31 17:16:00,14031,-1170.0
548533,2011-03-31 17:17:00,13883,980.41
548534,2011-03-31 17:28:00,18172,269.62
548541,2011-03-31 17:59:00,14957,58.49
548542,2011-03-31 18:05:00,13918,198.2
C548543,2011-03-31 18:44:00,14525,-48.3
548544,2011-03-31 18:49:00,14525,353.45000000000005
548545,2011-03-31 19:12:00,13118,423.55
548546,2011-03-31 19:20:00,16600,111.60000000000001
548547,2011-03-31 19:42:00,17212,226.85
548548,2011-03-31 19:54:00,17781,102.0
548549,2011-03-31 19:55:00,16365,120.9
548550,2011-04-01 08:22:00,18161,244.79
548551,2011-04-01 08:56:00,14886,364.79999999999995
548552,2011-04-01 09:06:00,17613,239.75000000000003
548553,2011-04-01 09:19:00,12523,138.75
548554,2011-04-01 09:19:00,13694,888.1999999999998
548555,2011-04-01 09:21:00,13758,316.90000000000003
548556,2011-04-01 09:25:00,13694,237.89999999999998
548557,2011-04-01 09:56:00,15018,180.08999999999997
548558,2011-04-01 10:05:00,13626,257.22999999999996
548559,2011-04-01 10:08:00,16214,206.7
548560,2011-04-01 10:10:00,13468,297.12
548561,2011-04-01 10:11:00,16609,557.5299999999999
548563,2011-04-01 10:21:00,18118,125.63
C548564,2011-04-01 10:22:00,12616,-7.95
548565,2011-04-01 10:23:00,16180,413.88
548566,2011-04-01 10:27:00,17288,127.30000000000001
548567,2011-04-01 10:34:00,17965,270.1
548568,2011-04-01 10:43:00,14543,283.21000000000004
C548573,2011-04-01 10:45:00,15045,-102.0
C548576,2011-04-01 10:46:00,15696,-74.15
C548577,2011-04-01 10:46:00,13694,-933.92
548606,2011-04-01 11:10:00,12731,252.0
548608,2011-04-01 11:20:00,13462,151.5
C548607,2011-04-01 11:20:00,16700,-2.55
C548609,2011-04-01 11:22:00,15589,-21.95
548610,2011-04-01 11:28:00,15860,292.84999999999997
548611,2011-04-01 11:31:00,18230,386.22
548612,2011-04-01 11:34:00,13137,645.9099999999997
548613,2011-04-01 11:46:00,13694,35.28
548614,2011-04-01 11:47:00,14419,183.45999999999998
548616,2011-04-01 11:48:00,18263,307.6
548617,2011-04-01 11:50:00,16592,337.51
548618,2011-04-01 11:50:00,15197,216.75
